comment,polarity,sentiment,emotion,comment_category
ruto must go justice must served,0.5267,positive,anger,critical or negative feedback
horrific 💔 innocent blood haunt grave,-0.7351,negative,fear,critical or negative feedback
wa really brutal really sad saying listened people whereas killing ought protecting heart still bleeds soul lost demo ruto ha go,-0.8462,negative,sadness,critical or negative feedback
never belive,0.0,neutral,anger,critical or negative feedback
bbc call britain netanyahu trump uslesss totally disagree killing western medium propaganda,-0.8615,negative,anger,critical or negative feedback
ruto must go ✊,0.0,neutral,sadness,supportive or appreciative
forget brave soul die vain 💔,-0.4767,negative,fear,critical or negative feedback
thank bbc documentary 😢 road million view less shall never forget 😢😢😢 god heal u kenyan 🇰🇪,-0.4105,negative,joy,supportive or appreciative
bbc always goted like citizen local station interviewed mpigs u victim,0.1027,positive,neutral,critical or negative feedback
shame smiled voted yes,0.4767,positive,joy,critical or negative feedback
may never forget 😢 rest well hero 🙏🏾,0.8368,positive,neutral,supportive or appreciative
even watching said ruto must go 😭😭😭😭,-0.9081,negative,neutral,critical or negative feedback
saw young man running life within second wa shot back fall helpless police citizen like rest could turn human instead supporting fellow kenyan make kenya great 😢 heart broken piece kenyan brother sister,0.6705,positive,sadness,supportive or appreciative
ai good enough collection file already aha moment nothing deep colonizer stay away,0.4404,positive,joy,critical or negative feedback
must rich tomorrow evening,0.5574,positive,joy,supportive or appreciative
😢😢😢pliz document abduction,-0.9201,negative,neutral,critical or negative feedback
plead blood jesus upon country kenya 🇰🇪,0.0,neutral,neutral,critical or negative feedback
view tension rest peace hero,0.7003,positive,neutral,supportive or appreciative
back netherlands,0.0,neutral,neutral,critical or negative feedback
god plz something😭,-0.1779,negative,surprise,critical or negative feedback
clear ruto must go like,0.6249,positive,neutral,supportive or appreciative
cast vote make sure watch video first voted vote god bless kenya🙏,0.7351,positive,neutral,supportive or appreciative
produced every month till election day ndio shortsighted citizen especially parent hasira iwe juu wakivote wapeleke ruto nyumbani,0.0,neutral,neutral,critical or negative feedback
never felt heavy heart voice people power stand fight shall repeat mistake sitting wolf covered sheep fur soul hurt behalf country everyone lost life 💔 karma shall hit hard without remorse,-0.8899,negative,sadness,critical or negative feedback
niko na hasira,0.0,neutral,neutral,supportive or appreciative
nothing break heart hell doe ruto guy sleep night wife know murderer lord god almighty may cop entire generation ruto spared never know peace await hell,-0.899,negative,sadness,critical or negative feedback
mimi personally wa could hold sleep next month ju point niliona kama wa shot someone wa next wa shot💔it nightmare every time imagine happened,-0.4767,negative,fear,critical or negative feedback
wow wow need play parent video vote need see fooled small handout name mhesh guok,0.8126,positive,surprise,supportive or appreciative
might silent pharaoh keep mind back time coming,0.0,neutral,neutral,critical or negative feedback
one reason stopped streaming local tv station kenya like citizen tv ktn new ntv nowadays 😢,-0.3612,negative,sadness,critical or negative feedback
feel hate man 💔,-0.3818,negative,anger,critical or negative feedback
parliament one ha organised criminal steal poor protected law pretend make,-0.7003,negative,anger,critical or negative feedback
right say kenya dog,0.0,neutral,neutral,supportive or appreciative
ruto one thing u kenyan dont need country aleady destroyed time come protest aginist ruto end must go,-0.6369,negative,anger,critical or negative feedback
thanks much covering let get exposed world early morning,0.3818,positive,neutral,supportive or appreciative
watching repeatedly angata incident people killed police😢 heading nation 😢😢😢,-0.9509,negative,anger,critical or negative feedback
shall sure revisit happened day country never say oppression shall vote executive office come mpigs voted finance bill come kenyan,0.3182,positive,neutral,critical or negative feedback
soo painful see armless brother life cut short,-0.6124,negative,sadness,critical or negative feedback
rest pace legend,0.0,neutral,neutral,supportive or appreciative
thank much bbc world need see wolf leading kenyan flock💔💔,0.6908,positive,joy,supportive or appreciative
army,0.0,neutral,neutral,supportive or appreciative
thanks bbc showing world evil befall kenya,-0.3612,negative,sadness,critical or negative feedback
really hope heal never forget happened fateful day orchestrated roten leadership 😢,0.1923,positive,sadness,critical or negative feedback
thank bbc amazing work,0.743,positive,joy,supportive or appreciative
documentary reminds october forget,-0.2263,negative,sadness,critical or negative feedback
die hand entity meant protect morbid reality may shujaas rest peace 🙏 kudos bonnie hanifa adema fr may light never dim🙏,0.8271,positive,sadness,supportive or appreciative
im sad ca control tear never forget may lost life june rest peace forever hearts❤ thank bbc,0.9328,positive,sadness,supportive or appreciative
saddest day aki 😢 cried eeyyyy really despise hawa askari aki ata would want relate upto date swear😫,-0.9348,negative,sadness,question or inquiry
country listen please lend u money u citizen see coming election thing roto animal,0.3182,positive,neutral,critical or negative feedback
soul city never come rest untill ruto live money stilling one day come back society god nah sleep 😢😢😢😢,-0.8934,negative,sadness,critical or negative feedback
download guy,0.0,neutral,neutral,supportive or appreciative
also documentary abduction killing went month,-0.8481,negative,fear,critical or negative feedback
sad story unpromised word end blood tear urge bbc push documentary,-0.4767,negative,sadness,critical or negative feedback
ruto fool puppet west traiter dictator change come time balance day day life kenyan government doe anymore listen kenyan late president moi wa better leader including late president kibaki kenyan leader corrupt arrogant towards kenyan challenging curse may follow nation forever 😢,-0.8481,negative,anger,critical or negative feedback
kenyan let forget,-0.2263,negative,neutral,critical or negative feedback
bbc thanks always fan ruto invalid,0.6369,positive,neutral,supportive or appreciative
sad like motivation congolese want say government,0.2732,positive,sadness,critical or negative feedback
seen babu owino laughed opposition still friend people,0.7351,positive,joy,critical or negative feedback
kenyan let share link sugoi express unstoppable,0.1027,positive,joy,supportive or appreciative
killed u cold blood whole world watched unmasked,-0.6705,negative,anger,critical or negative feedback
wueeeh painful watch may regime face wrath god,-0.2023,negative,anger,critical or negative feedback
country kenya weep rest peace fallen hero thanks bbc,0.5859,positive,sadness,supportive or appreciative
ty bbc standing truth💪🏿,0.5994,positive,neutral,supportive or appreciative
motivation wake early vote man seat vote someone care life kenyan still motto must go justice lost life shujaas,0.7717,positive,fear,supportive or appreciative
lord mercy 🙏🏾,0.3612,positive,anger,sarcastic or humorous
download guy disappears kenya,-0.34,negative,neutral,supportive or appreciative
honestly goosebump crawling body watching bloody parliament heading country eeeish ca sleep,0.0258,neutral,anger,critical or negative feedback
forget may hero rest peace,0.7351,positive,neutral,critical or negative feedback
triggered sovereign power belongs people kenya shall exercised accordance constitution aluta continuum,0.0,neutral,surprise,critical or negative feedback
thank bbc least someone said come hope still remember fair,0.7717,positive,joy,supportive or appreciative
thank showing truth world grateful immortalize truth🙏,0.8442,positive,joy,supportive or appreciative
one download incase,0.0,neutral,neutral,question or inquiry
sometimes government eat 😢 james orengo,-0.4767,negative,neutral,critical or negative feedback
deserve better 😢 country,-0.0516,negative,neutral,critical or negative feedback
expose,-0.1531,negative,neutral,informative or analytical
true government corrupt😔,0.4767,positive,anger,critical or negative feedback
thankyou bbc hope justice prevail,0.743,positive,joy,supportive or appreciative
wont easy,-0.3412,negative,sadness,critical or negative feedback
tear wo vain literally hell hope god take eye eye,-0.5267,negative,sadness,critical or negative feedback
enough reason called ruto leave watched documentary got mad😡😢,-0.7579,negative,anger,critical or negative feedback
david chege kind humble man boom mr man includes organised criminal 😢😢😢this one hit hard,-0.8658,negative,sadness,critical or negative feedback
thank bbc taking bribe know tried buy u cant bought,0.1779,positive,sadness,supportive or appreciative
man pink hair called ochichi 😍 model kenyan raw,0.4588,positive,neutral,sarcastic or humorous
never see parliament june thank bbc,0.3612,positive,sadness,supportive or appreciative
ruto ha see way wa defending soldier thanks bbc,0.6486,positive,joy,supportive or appreciative
like time,0.3612,positive,neutral,supportive or appreciative
watching make cry😢😭😭💔,-0.8834,negative,sadness,critical or negative feedback
humanity cry loud 😢😢,-0.8519,negative,anger,critical or negative feedback
god know pain hurt u,-0.6808,negative,sadness,critical or negative feedback
doe kasongo feel watch really human monster,0.0,neutral,fear,critical or negative feedback
never forgotten moreso brave soul lost life continue rip martyr soul,-0.5283,negative,sadness,critical or negative feedback
gon download take repost everytime bring koz everyone need watch,0.0,neutral,neutral,supportive or appreciative
watching heart full pain😢😭 please fellow kenyans🇰🇪 really deserve better government one ruin really heartless people 😢,-0.888,negative,sadness,critical or negative feedback
break heart may candle light fallen hero never dim 😢😢,0.696,positive,sadness,critical or negative feedback
kenyan make day mandatory holiday fallen hero coming next year,0.6249,positive,sadness,supportive or appreciative
ruto still president watching else raging,-0.5267,negative,anger,critical or negative feedback
million view barely million spread word,0.0,neutral,surprise,supportive or appreciative
north remembers😢,-0.4767,negative,neutral,critical or negative feedback
let keep safely people get carried away stupid campaign,-0.0516,negative,anger,critical or negative feedback
thank bbc airing blood parliament powerful timely documentary capture horror june peaceful gen z protester brutally attacked moment forever changed kenya face finance bill look toward election documentary reminds u must stay vigilant anger president ruto real betrayed people crushed dream tax violence turned hope bloodshed kenyan spoken ruto must go thank bbc giving voice truth,-0.7906,negative,anger,supportive or appreciative
bbc lost credibility long time ago supporting genocide gaza bbc documentary jimmy saville huw edward tell world covered child victimization boniface mwangi paid hire sensationalist hanifa socialite dying attention,-0.4019,negative,fear,critical or negative feedback
investigative journalism bbcafrica thank,0.3612,positive,neutral,supportive or appreciative
need one concerning abduction case abductees make alive never made,-0.296,negative,neutral,question or inquiry
pray never forget video need replayed every week everywhere independence wa bled bleeding never forget,0.5621,positive,sadness,supportive or appreciative
looking froward hitting street time murderous ruto must go,-0.6369,negative,anger,critical or negative feedback
congratulation bbc whole world ha see know everything,0.743,positive,joy,supportive or appreciative
ha shown face thickskin leader beyond negotiation must go,0.34,positive,sadness,critical or negative feedback
medium always trying paint gen z protester peaceful false peaceful protester wo burnt part parliament broken fence violent violence begets violence,-0.8689,negative,anger,critical or negative feedback
ruto wa consumed greed good president,0.0516,positive,anger,supportive or appreciative
wa sad 😭 anyway serve living god god fight us🙏🏽,-0.6808,negative,sadness,critical or negative feedback
thank bbc kenyan glad documented,0.6705,positive,joy,supportive or appreciative
shame kenyan government,-0.4767,negative,sadness,critical or negative feedback
vote government,0.0,neutral,neutral,supportive or appreciative
let stick mind thought control tear damn no😭😭 may soul continue resting peace,-0.2373,negative,anger,critical or negative feedback
man documentary going change lot people mind saying ruto kumi watch casting vote last week election clip aired everyday rest peace young blood never forget 😢😢,0.5603,positive,joy,critical or negative feedback
impunity must every mean punished blood innocent kenyan cry graf pay,-0.6249,negative,anger,critical or negative feedback
good job bbc cover even side chick want know pressuring mr president money everyday tax tax even expectant dog taxed kenya,0.2023,positive,neutral,supportive or appreciative
million view nkama iko broadcasted,0.0,neutral,surprise,supportive or appreciative
india kenyan together,0.0,neutral,neutral,supportive or appreciative
may god save country traumatic say least maintain people power like medieval time may god merciful kenya,0.6369,positive,joy,supportive or appreciative
watching overwhelmed heart 😢😢 sending hug uganda 🫂🫂🙏 pity neighbor may hero soul rest blossom lord 🙏😭,0.1531,positive,surprise,supportive or appreciative
thank god traitor kasmuel nt thief traitor corrupt hv place motherland,0.0516,positive,surprise,critical or negative feedback
somalia 🇸🇴 stand kenyan,0.0,neutral,neutral,supportive or appreciative
storm parliament expect police welcome bouquet flowere favourite drink democracy entail responsibility rigathi gachagua attempt overthrow legitimately elected government wa futile msikubali kutumiwa na wanasiasa,0.0258,neutral,surprise,supportive or appreciative
😢😢 result tribalism corruption next election ruto get sit country total chaos let vote one voice,-0.8805,negative,anger,critical or negative feedback
please help kenya,0.6124,positive,neutral,supportive or appreciative
kenyan hope remember day come 2027😭😭,-0.5106,negative,neutral,critical or negative feedback
finally gathered courage watch this😢 cried heart heavy point life humanity leave u thank bbc may hero soul rest eternal peace,0.9022,positive,sadness,critical or negative feedback
occupy statehouse well ready day tweet bigwig including guy said let protected area sad country lost word lost,-0.0516,negative,sadness,critical or negative feedback
heart break country 💔,0.743,positive,sadness,critical or negative feedback
raila hahahahahahahahaha loss ending trash,-0.3182,negative,joy,sarcastic or humorous
ruto terrible leader nation kenya ha ever,-0.1779,negative,fear,critical or negative feedback
december vote toka tu kenya government must go,0.0,neutral,sadness,critical or negative feedback
live cold country governed inhumane leader president hide behind bible psychopath name mp sad,-0.5859,negative,sadness,critical or negative feedback
forgotten never forget even burned church kiambaa,-0.0603,negative,anger,critical or negative feedback
proud country 😪,0.4767,positive,joy,supportive or appreciative
rest peace champ,0.765,positive,neutral,supportive or appreciative
waah cried nikiwa saudi aki time woyie😭😭😭😭,-0.9325,negative,joy,critical or negative feedback
blood thirsty bread based government,0.0,neutral,anger,critical or negative feedback
june independence day,0.0,neutral,neutral,supportive or appreciative
view thank fellow kenyan video ha gained mass viewing,0.7579,positive,joy,supportive or appreciative
depression post traumatic stress,-0.8807,negative,sadness,critical or negative feedback
please help whipe tear 😭💔💔😭 may soul rest eternal peace,0.6705,positive,sadness,critical or negative feedback
done investigator detective would lost life bbc evidence need justice,0.2732,positive,sadness,critical or negative feedback
short maasai guy,0.0,neutral,neutral,supportive or appreciative
cant stop cry r tolerating criminal,0.0108,neutral,anger,critical or negative feedback
need bbc cover lie fake promise done leader forgetting bad habit enforcement bad response one said peter kaluma statement,-0.8316,negative,sadness,critical or negative feedback
atrocity ruto still president kenya honestly need something african leader,0.4588,positive,neutral,critical or negative feedback
bbc ha fallen short blood parliament somewhere along way story lost focus honestly think bbc journalist failed u go back real documentary bbc thing men,-0.4019,negative,sadness,critical or negative feedback
painful political leader think next election next generation coming bitten twice shy,-0.5994,negative,fear,critical or negative feedback
sniper,0.0,neutral,neutral,critical or negative feedback
watching ha broken piece street gen z gone would emotional documentary watch ❤ fellow kenyan must make country great killed keep fighting better kenya 🇰🇪 🙏 ❤,0.8519,positive,sadness,supportive or appreciative
commander chief held accountable painful episode heart bleeding,0.3182,positive,sadness,critical or negative feedback
rest easy champ thank bbc ❤,0.9136,positive,neutral,supportive or appreciative
watching tear dropping😢,-0.4767,negative,sadness,critical or negative feedback
editor deserve bonus,0.5423,positive,neutral,supportive or appreciative
president warned kenyan bei tribal still decided vote punish people still vote murderer,-0.8779,negative,anger,critical or negative feedback
guy must go going also held accountable life lost,-0.3182,negative,sadness,critical or negative feedback
trending kenya revolution televised fear gone cloud gathering.❤ thank bbc❤,0.8271,positive,fear,supportive or appreciative
bbc thankyou guy dont disave b president ruto must go,0.0,neutral,neutral,critical or negative feedback
cried throughout documentary 😢😢😢😢 soo painful hunger power dirty money ha made young innocent child parent sibling die unjust way ruto must go,-0.9756,negative,sadness,critical or negative feedback
medium house kenya big challenge bbc shame pocketed politician give u need u know whole truth,-0.128,negative,joy,critical or negative feedback
heart shattered still stop tear rolling could person,-0.0258,neutral,sadness,critical or negative feedback
consider vote traumatizing 😢 rest power genz killed😭 may family comforted❤,-0.7906,negative,fear,critical or negative feedback
ha ipoa knchr done todate,0.34,positive,neutral,supportive or appreciative
ruto biggest problem currently kenya,-0.4019,negative,sadness,critical or negative feedback
police protecting looter earning peanut house leave shanty lootrrs protect abuse 😢😢😢 sad,-0.9349,negative,sadness,critical or negative feedback
must download video government trying fight back politician talking unlicensing bbc africa 😢,-0.6908,negative,anger,critical or negative feedback
someone translate swahili also,0.0,neutral,neutral,supportive or appreciative
adembaaaaa thank man let remember people made parliament kidnapped well evil evil regime,-0.7351,negative,surprise,supportive or appreciative
feel like heading back road😢 ruto must go,-0.1531,negative,sadness,critical or negative feedback
kenyan let ruto must go want,0.0772,positive,neutral,critical or negative feedback
wa sad need shake government politician bad governance destroying nation believe ruto must go comment,-0.8979,negative,sadness,critical or negative feedback
ruto must go mean either even earlier,0.0,neutral,neutral,critical or negative feedback
think kenyan thank guy great job exposing lame govt keep exposing evil go behind office scene thanks alot,-0.2263,negative,joy,supportive or appreciative
cut onion watching documentary gonga like,0.1027,positive,neutral,supportive or appreciative
really painful coz innocent soul died greedy mpigs,-0.7528,negative,sadness,critical or negative feedback
god please forgive u take cup away u,0.6705,positive,sadness,critical or negative feedback
hope raila brigade watching failed u raila ruto fail,-0.5994,negative,sadness,critical or negative feedback
time alive kenya,0.3818,positive,neutral,supportive or appreciative
ruto belief better president ever branded saviour nation reality opposite ruto like idi amin,0.6597,positive,joy,supportive or appreciative
responsibile charged lost soul need justice 😫,-0.3818,negative,sadness,supportive or appreciative
documentary let justice ⚖ given family lost loved one,0.7184,positive,sadness,supportive or appreciative
bbc africa look really happened githurai missing people night body coming week later,-0.3535,negative,surprise,question or inquiry
never forget never forgive thank bbc god knew needed,0.309,positive,neutral,supportive or appreciative
watching river tear glad alive 😢😢and survived day watching may justice served,0.7269,positive,joy,supportive or appreciative
heart go risked life help need ademba true hero watched heavy heart may god justice prevail may law none escape god judgment may prevail speedily🙏🏼😢,0.9491,positive,fear,critical or negative feedback
ruto entire family generation cursed worst president kenya entire world ruto must go,-0.6249,negative,sadness,critical or negative feedback
country bleeds sad documentary kenyan remember never forget 💔💔,-0.2842,negative,sadness,critical or negative feedback
bbc know parliament go zone,0.0,neutral,neutral,critical or negative feedback
feel ashamed random church built man whose hand red stained kenyan blood gen z value church insentive pain kwnyans know church please church leader stand ground man called ruto must really go,0.128,positive,sadness,critical or negative feedback
shall leave remember loved ones.😭😭😭,-0.6808,negative,sadness,supportive or appreciative
cover part mace wa stolen,-0.4939,negative,anger,critical or negative feedback
umoja ni nguvu show bad quick away ruto regime straight hague period,-0.3818,negative,neutral,critical or negative feedback
hii kitu imefanya felt mad everything ha limit closely approaching limit,-0.2023,negative,anger,critical or negative feedback
forgot mention interview hero branded kenya led austin omondi ssalim ishmael well jamia mosque thank bbc,0.802,positive,surprise,supportive or appreciative
said 😢 government eating people,-0.4767,negative,disgust,critical or negative feedback
cowed bbc africa citizen kenya want know whole truth,0.3818,positive,neutral,critical or negative feedback
bbc please please push,0.5574,positive,neutral,supportive or appreciative
hii ni headshot bro acha ufala went history book,0.0,neutral,neutral,critical or negative feedback
documentary complete also need air abduction killing happened protest,-0.8807,negative,anger,critical or negative feedback
😢heavy heart heart broken 😢,0.0258,neutral,sadness,critical or negative feedback
waaah never forget,0.1695,positive,neutral,supportive or appreciative
ruto must go ruto must go william samoel ruto nust ha go😡😡😡,0.34,positive,neutral,critical or negative feedback
ata wasema bbc watoe😂😂😂,0.8271,positive,neutral,sarcastic or humorous
one assignment kenyan august remove ruto replace matiang,0.0,neutral,neutral,critical or negative feedback
hate ruto ha multiplied ruto crook must go,-0.3182,negative,anger,critical or negative feedback
excellent reporting journalism finest thank bbc heart pain may fallen hero rest power 🙏 may remembered forever curriculum young people fought third rebellation country,0.7845,positive,sadness,supportive or appreciative
less day almost views😢,-0.4256,negative,surprise,critical or negative feedback
fellow kenyan mass dumb let ensure bad government full looter racketeer voted hold whole family clan conmunity ensure drain entire swamp leader demonic act need rot icc,-0.3818,negative,anger,critical or negative feedback
rattle snake prepared bitten shenzzzzz,0.2263,positive,neutral,critical or negative feedback
day wa dark dark one day dawn bright kenyan medium could courage wherewithal resolve patriotism trigger justice reconstruct june event kenyan medium cowardly going bed oppressor,0.8591,positive,fear,supportive or appreciative
painful 😢for kenyan youth may soul died rest power hope world one day give justice 😢😢,-0.8591,negative,sadness,critical or negative feedback
gen z nickname gen generation mess around sugar coat best believe,0.4019,positive,neutral,sarcastic or humorous
love bbc❤ standing truth,0.8934,positive,neutral,supportive or appreciative
share social medium handle,0.296,positive,neutral,supportive or appreciative
bbc need season,0.0,neutral,neutral,supportive or appreciative
thank bbc 🙏,0.3612,positive,joy,supportive or appreciative
artist student longer feel safe hand waste,0.5106,positive,joy,critical or negative feedback
kazi ya citizen na ntv ni ku interview called politician courage,0.4939,positive,neutral,supportive or appreciative
somalia stand kenyan people😢😢,-0.7351,negative,neutral,critical or negative feedback
must watch voting coming election,0.0,neutral,neutral,critical or negative feedback
let share worldwide let play occasion event let go viral,0.5574,positive,neutral,supportive or appreciative
truth reveal thank bbc action taken people,0.5859,positive,joy,supportive or appreciative
bbc news admin goated bravest human live,0.5106,positive,joy,critical or negative feedback
caught killer crowd,-0.6486,negative,anger,critical or negative feedback
whoever watched watched documentary without shedding tear cry beginning,0.3724,positive,sadness,supportive or appreciative
sick stomach watching weep country,-0.7906,negative,sadness,critical or negative feedback
sad literally watching cry,-0.7351,negative,sadness,critical or negative feedback
thank bbc time u register voter,0.3612,positive,neutral,supportive or appreciative
sad kenyan heart heavy😭,-0.25,negative,sadness,critical or negative feedback
thank bbc showing u kenyan medium wa afraid broadcasting,0.3612,positive,fear,supportive or appreciative
painful hear erick voice fade away,-0.4404,negative,sadness,critical or negative feedback
remember generation never got see generatin n kind like minded need better country,0.8316,positive,neutral,critical or negative feedback
truth out🎉,0.6124,positive,neutral,informative or analytical
wonderful bbc report since kenya write story boldness 🎉🎉,0.891,positive,joy,supportive or appreciative
police shot innocent demonstrator afford sleep night,0.34,positive,anger,critical or negative feedback
bbc u country voice life ❤ closure need forgive never forget 🫡🇰🇪💔,0.929,positive,sadness,supportive or appreciative
forget 😢 event hurt u leader ca stand right leader think hurtful replay till keep resting champs😢,-0.9022,negative,anger,critical or negative feedback
mark date april,0.0,neutral,neutral,supportive or appreciative
respect bbc africa amazing work,0.7845,positive,joy,supportive or appreciative
may suggest bbc leading medium house around world another one focus man genocide corruption private sale kenya kenyan natural resource underhanded secret deal bill gate satan aluta continuum watu wangu 💪,0.3612,positive,anger,critical or negative feedback
erickson mutisya miss continue resting eternal peace😢,-0.0516,negative,sadness,critical or negative feedback
time inhuman people think injustice happens reckless leader 😢,-0.8591,negative,anger,critical or negative feedback
githeri medium never thank bbc,-0.2755,negative,neutral,critical or negative feedback
sad absurd would someone countryman power transient know demon ruling u script given oppressor killing u reason surely come die cynical diabolic impunitive,-0.9022,negative,anger,critical or negative feedback
heart bleeding seeing bloodshed harmless youth shot killed reason weapon carried phone kenyan flag demanding right continue resting peace comrade hero rest assured death wo last vain commander chief bloody hand killing thing happened watch command wo go unpunished escaped icc wo escape wrath god😭😭😭😭,-0.9217,negative,anger,critical or negative feedback
man watching bleeding heart thought nothing wa done one responsible killing messing brain,0.2732,positive,sadness,critical or negative feedback
shed tear watching especially wa day june,0.0,neutral,sadness,supportive or appreciative
leader police heart treat fellow human like sake power money seriously hope god seeing happening,0.9136,positive,neutral,supportive or appreciative
love rate going viral,0.6369,positive,neutral,supportive or appreciative
im watching lesotho🇱🇸🇱🇸 heart broken 😢😢 guy facing really heart broken hope get whats coming god watching,0.3134,positive,sadness,critical or negative feedback
watching heartbreaking also liberating healing clearly see happened please kenyan forget please,0.34,positive,sadness,critical or negative feedback
truth never hidden,0.3182,positive,neutral,supportive or appreciative
hope vote ruto lot,0.4404,positive,neutral,supportive or appreciative
let hack algorithm like video want like gen ruto must go,0.6486,positive,neutral,question or inquiry
everyone pay price,-0.1027,negative,neutral,critical or negative feedback
kenya mean well never forget god avenge avoidable death shame ruto nkt,-0.7226,negative,anger,critical or negative feedback
great job bbc let fight justice,0.7096,positive,joy,supportive or appreciative
pain cause l wa day lucky get back home safe 😢,0.3182,positive,joy,critical or negative feedback
living animal calling theirselves human,0.0,neutral,neutral,supportive or appreciative
may soul dead rip ruto must go,-0.6486,negative,sadness,critical or negative feedback
ruto must go paris,0.0,neutral,neutral,supportive or appreciative
ever wanted since june justice hero lost street 😢,0.3818,positive,sadness,critical or negative feedback
find vedios githurai wa bad,-0.5423,negative,sadness,critical or negative feedback
wa terrible 😢,-0.7351,negative,fear,critical or negative feedback
else watching heavy heart cry 😢 heart broken,0.0258,neutral,sadness,critical or negative feedback
tired government full dictatorship slavery,-0.8271,negative,disgust,critical or negative feedback
cried almost whole documentary 💔may god heal u nation,-0.5165,negative,sadness,critical or negative feedback
yemen kenyan,0.0,neutral,neutral,supportive or appreciative
bbc kindly remove part august early morning please 😢,0.34,positive,neutral,critical or negative feedback
bbc mumeguza pabaya ngoja sasa muone wakenya element insane,-0.4019,negative,fear,critical or negative feedback
bless land nation 🇰🇪 justice shield defender 🇰🇪 may dwell unity 🇰🇪 peace liberty 🇰🇪 plenty found within border 🇰🇪,0.9325,positive,joy,supportive or appreciative
video used hour election brainwashed fella see ngozi ya kondoo kumbe ndani ni umbwa mwitu hell 😏,-0.6808,negative,anger,critical or negative feedback
remember day get shievers,0.0,neutral,neutral,supportive or appreciative
ruto killed u ruto destroyed u ruto must go enough enough,-0.8271,negative,neutral,critical or negative feedback
sad rogue government dealt international body including limited sanction,-0.6124,negative,sadness,critical or negative feedback
forever hearts😢our brother lost lives😢😢,-0.743,negative,sadness,critical or negative feedback
love dubai day thief day owner must resign man dead conscience,-0.7096,negative,anger,supportive or appreciative
whoever vote regime must inhumane,0.0,neutral,disgust,critical or negative feedback
😢all kenyan cry 😭 broken,-0.9081,negative,sadness,critical or negative feedback
still ruto president kenya resigned like yesterday disgrace,-0.4019,negative,sadness,critical or negative feedback
noticed healed 😭😭😭😭,-0.9081,negative,neutral,critical or negative feedback
hope ruto saw,0.4404,positive,neutral,supportive or appreciative
longer freedom speech homeland kenya youth getting killed everyday got lost trace tired,-0.6705,negative,sadness,critical or negative feedback
wake call politician still supporting killer government may fallen hero rip😢,-0.5267,negative,neutral,critical or negative feedback
bloodbased government today,0.0,neutral,neutral,critical or negative feedback
need accountability nothing less need vigilant,-0.0803,negative,fear,critical or negative feedback
gorilla suit holy war spiritual troop fighting mythical truth drowning political soup shoot missile nuke taking pivotal group body count physical proof thought drug killing youth lil wayne,-0.8979,negative,joy,critical or negative feedback
traumatising justice ought done,0.128,positive,sadness,critical or negative feedback
killer murderous blood thirsty president visitting kenya know security corrupt indisciplined security agency killing innocent kenyan anything happens,-0.8271,negative,anger,critical or negative feedback
may hero rest stop revolution unstoppable organic time africa,0.1531,positive,neutral,supportive or appreciative
thumb editor 🔥🔥,-0.5859,negative,neutral,supportive or appreciative
local law enforcement need held accountable shooting unarmed man murder shooting unarmed civilian ha back facing murder government calling force police brutality murder may soul lost life tragic day rest eternal peace thank bbc africa documentary never forget ❤🇰🇪🇰🇪,-0.9463,negative,sadness,supportive or appreciative
ruto must president matter okuyus jealous,-0.4404,negative,anger,critical or negative feedback
please kenyan let betray fallen hero god happy u betray let blood shed direct u think rationally may god help kenya,0.5574,positive,sadness,supportive or appreciative
coming back,0.0,neutral,neutral,supportive or appreciative
aired election avoid thing since know genzs ops cann,-0.296,negative,neutral,critical or negative feedback
thought forgot thanks bbc putting limelight,0.4404,positive,surprise,supportive or appreciative
government kindly allow u commemorate hero day annually mourn wa blackest ⚫️ day ever,0.7096,positive,sadness,critical or negative feedback
shameful government accountability shame truth always prevail,-0.6124,negative,sadness,critical or negative feedback
babu owino ha always true people proved deserve noble reward,0.8979,positive,joy,supportive or appreciative
raila turned blind eye gave hand killer gov thanks huge amount money 😭😭😭😭,-0.9001,negative,anger,critical or negative feedback
love country sadly leader politician looking personal gain expense citizen people sovereign country politician think anything,0.7003,positive,sadness,supportive or appreciative
still ruto favourite wa bad kibaki wa sworn,-0.5423,negative,neutral,critical or negative feedback
ruto fall jesus name amen🙏,0.0,neutral,neutral,supportive or appreciative
want cancel documentary,-0.1779,negative,sadness,critical or negative feedback
shame shame soo sad,-0.8519,negative,sadness,critical or negative feedback
department criminal investigation hide truth mass,-0.4215,negative,anger,critical or negative feedback
wacha wavute sasa tusha dounload kila mahali😂😂 let remove youtube already dounload everywhere also screenrecord it😂😂,0.891,positive,neutral,sarcastic or humorous
help navigate election,0.4019,positive,neutral,supportive or appreciative
one repeat question bbc goon called politician starting highest authority accountable may involved act never repeat never find peace whole entire life,-0.3716,negative,neutral,question or inquiry
cry 😢,-0.7351,negative,anger,critical or negative feedback
ruto ha go let kalenjin never rule kenya many tribe wakalenjin wakimbie see gave nyinyi ruling kenya,0.34,positive,neutral,critical or negative feedback
rip hero,0.5574,positive,neutral,supportive or appreciative
regime kill young cursed,-0.6908,negative,anger,critical or negative feedback
problem kenyan tribe undermined person kenya president long constitution follow law pesa sio kila kitu ukue na pesa na watu wote wakufe hii kenya utakaa aje,-0.6369,negative,anger,critical or negative feedback
